   6.1017684e-03   3.3878720e-01
   8.3891042e-03   3.3877771e-01
   7.8522509e-03   3.3876509e-01
   1.4208722e-02   3.3877474e-01
  -1.5029393e-02   3.3429391e-01
   6.3298098e-03   3.3425323e-01
  -1.3214599e-02   3.3424115e-01
   1.1234901e-02   3.3422790e-01
  -4.6504800e-03   3.3423237e-01
   3.8689470e-03   3.3423478e-01
  -6.6411965e-02   3.3385091e-01
   5.9492589e-02   3.3343161e-01
   6.5936649e-02   3.1368979e-01
  -3.7099139e-02   3.1300036e-01
  -8.4078919e-02   3.1227876e-01
   2.7804133e-02   3.1222999e-01
  -2.0154443e-02   3.1220125e-01
   8.9913280e-03   3.1219827e-01
  -2.3733668e-02   3.1215164e-01
   4.7022224e-02   3.1198614e-01
  -1.8000125e-02   3.1196832e-01
  -7.7792427e-03   3.1196371e-01
   3.7026094e-02   3.1184480e-01
  -1.7053990e-02   3.1181090e-01
  -1.2667494e-01   2.7526567e-01
   1.2317270e-01   2.7114742e-01
   7.3830349e-02   2.7047308e-01
  -1.4868648e-01   2.6873124e-01
  -2.5849192e-02   2.6869307e-01
   1.0792549e-02   2.6868656e-01
  -3.4064185e-03   2.6868556e-01
   3.0088829e-03   2.6868307e-01
  -9.5931965e-03   2.6867083e-01
   1.2636917e-02   2.6866031e-01
  -1.7646268e-02   2.6863961e-01
   2.0239715e-02   2.6861570e-01
  -1.5231697e-02   2.6860378e-01
   1.9278734e-02   2.6858229e-01
  -1.0772281e-02   2.6858349e-01
  -7.2115353e-03   2.6857832e-01
   1.6373937e-01   2.2476238e-01
  -1.7138100e-01   2.1751718e-01
  -6.9118061e-02   2.1691340e-01
   1.8006588e-01   2.1376632e-01
  -9.5259629e-02   2.1315196e-01
   3.2133518e-02   2.1309007e-01
   4.5267842e-03   2.1308848e-01
  -1.1408386e-02   2.1307805e-01
   1.2506755e-02   2.1306572e-01
  -1.1997551e-02   2.1305278e-01
   8.2211913e-03   2.1304899e-01
  -9.8375481e-03   2.1303681e-01
   6.9970681e-03   2.1303013e-01
   5.2088099e-03   2.1303083e-01
  -4.3186703e-02   2.1293037e-01
   3.1635184e-02   2.1287767e-01
   8.0093805e-03   2.1287437e-01
   2.2379492e-03   2.1287403e-01
  -8.1774825e-03   2.1286358e-01
  -8.6958051e-03   2.1285267e-01
  -1.5471537e-01   1.7562747e-01
   1.6194120e-01   1.6851511e-01
   5.7727643e-02   1.6794573e-01
  -1.2658812e-01   1.6607881e-01
   7.3926877e-02   1.6551236e-01
  -5.2050416e-03   1.6551100e-01
   2.6827538e-02   1.6546828e-01
  -2.7355089e-02   1.6540883e-01
   1.7726810e-02   1.6538168e-01
  -1.4424396e-02   1.6535861e-01
   1.0461439e-02   1.6534195e-01
  -2.0692055e-03   1.6533845e-01
   7.6724621e-03   1.6532670e-01
  -1.0619441e-02   1.6531008e-01
   6.0911491e-03   1.6530756e-01
   5.5846729e-03   1.6530562e-01
   6.9259325e-03   1.6529937e-01
  -2.9749904e-03   1.6529907e-01
   2.5299881e-02   1.6526638e-01
  -2.3694284e-02   1.6522605e-01
   1.7147074e-02   1.6520346e-01
  -4.8627379e-03   1.6519953e-01
   2.4732069e-02   1.6511286e-01
  -1.1671290e-02   1.6510648e-01
   1.1350557e-01   1.4167897e-01
  -1.3863105e-01   1.3604994e-01
  -3.0958943e-02   1.3582473e-01
   1.0491388e-01   1.3413437e-01
  -5.7092140e-02   1.3382825e-01
   8.6932029e-03   1.3382488e-01
  -1.2150260e-02   1.3381648e-01
   3.2639625e-03   1.3381593e-01
  -1.1418434e-02   1.3380230e-01
  -5.3956763e-03   1.3379966e-01
   3.4656544e-03   1.3379850e-01
   1.9825024e-03   1.3379945e-01
  -3.8568799e-03   1.3380005e-01
   1.8631908e-03   1.3379761e-01
   3.7152234e-03   1.3379766e-01
  -8.0062602e-03   1.3378511e-01
   1.0198985e-02   1.3376581e-01
  -1.0515686e-02   1.3374860e-01
   8.3074943e-03   1.3373672e-01
   4.7786342e-03   1.3373494e-01
   8.8836611e-03   1.3372930e-01
  -1.2532647e-02   1.3371974e-01
   4.0443641e-03   1.3372011e-01
  -1.0682804e-02   1.3370671e-01
  -5.5693990e-03   1.3370295e-01
   1.6373979e-03   1.3370201e-01
  -6.5520795e-03   1.3369709e-01
  -1.0815633e-02   1.3366871e-01
  -9.6088810e-02   1.1712768e-01
   1.0515810e-01   1.1360907e-01
   4.7118764e-02   1.1312459e-01
  -8.7748695e-02   1.1188452e-01
   5.3093079e-02   1.1149619e-01
   1.1499439e-02   1.1148162e-01
   5.6730887e-03   1.1147908e-01
  -8.6884963e-03   1.1147414e-01
  -1.4567140e-02   1.1146075e-01
   4.5206434e-03   1.1145941e-01
  -6.5603736e-03   1.1145396e-01
   2.0953442e-03   1.1145362e-01
  -1.8392417e-03   1.1145367e-01
   4.6512279e-03   1.1145061e-01
  -7.1955079e-04   1.1145047e-01
  -6.2346764e-03   1.1143708e-01
   1.8042141e-03   1.1143443e-01
  -3.4581809e-03   1.1143116e-01
  -8.3985910e-03   1.1142539e-01
  -6.2059657e-04   1.1142525e-01
   4.8027282e-03   1.1142253e-01
  -1.0616606e-02   1.1141326e-01
  -6.7014840e-04   1.1141296e-01
   1.2627057e-03   1.1141272e-01
  -1.0301465e-02   1.1140646e-01
   2.0525858e-02   1.1137431e-01
  -1.7891661e-02   1.1133802e-01
   2.2458115e-02   1.1129256e-01
   3.3145547e-03   1.1129286e-01
  -1.3459407e-02   1.1126933e-01
   1.0571102e-02   1.1125157e-01
  -1.2139413e-03   1.1125276e-01
   7.2538698e-02   1.0171154e-01
  -8.0448946e-02   9.9673478e-02
  -2.4196622e-02   9.9510138e-02
   8.3658056e-02   9.8293676e-02
  -1.7390750e-02   9.8252484e-02
  -1.7243276e-02   9.8220158e-02
   8.1681292e-03   9.8212977e-02
   2.3167138e-02   9.8171142e-02
  -1.8190289e-02   9.8151398e-02
  -9.6392732e-05   9.8151398e-02
   1.1205592e-02   9.8138968e-02
  -7.5406580e-03   9.8132331e-02
  -4.7016452e-04   9.8132239e-02
   3.3743234e-04   9.8132188e-02
  -4.8156964e-03   9.8129917e-02
  -1.0820890e-02   9.8114735e-02
   6.4946524e-03   9.8107360e-02
   1.3867737e-03   9.8106806e-02
  -2.2597992e-03   9.8104822e-02
  -1.1623788e-02   9.8093165e-02
   7.2230739e-03   9.8088741e-02
  -7.8927587e-03   9.8079718e-02
   1.4375031e-02   9.8054648e-02
   1.3544612e-02   9.8039802e-02
   4.1540046e-03   9.8038838e-02
  -7.4801661e-04   9.8038664e-02
   2.7014623e-03   9.8037908e-02
   7.4364245e-04   9.8037871e-02
   1.0717946e-02   9.8029035e-02
  -7.3158766e-03   9.8024815e-02
   7.7093097e-03   9.8021351e-02
  -1.3343891e-02   9.7996791e-02
   4.3917345e-03   9.7995431e-02
   6.8968262e-03   9.7991435e-02
   3.3484080e-03   9.7989203e-02
  -8.3002523e-03   9.7970158e-02
  -4.6270688e-02   9.3666830e-02
   5.2143339e-02   9.2814585e-02
   3.2267737e-02   9.2592995e-02
  -4.1670816e-02   9.2250638e-02
   4.0147390e-02   9.2056366e-02
  -1.8815158e-03   9.2055997e-02
   1.7324940e-03   9.2056055e-02
  -1.5400084e-02   9.2032236e-02
   1.3957205e-02   9.2016251e-02
   2.0777759e-03   9.2015693e-02
   1.7952650e-02   9.1997630e-02
  -8.6044640e-04   9.1997559e-02
  -9.3909124e-04   9.1997530e-02
   9.5285880e-03   9.1990840e-02
  -2.6571931e-03   9.1989474e-02
  -1.7764976e-03   9.1988625e-02
   3.3794451e-03   9.1987806e-02
  -4.1414812e-03   9.1985293e-02
   8.9138886e-03   9.1984312e-02
  -3.5487359e-03   9.1981253e-02
   9.0834161e-03   9.1977740e-02
  -1.1909276e-02   9.1954860e-02
   1.1691082e-02   9.1938902e-02
  -3.7555146e-03   9.1936018e-02
