1.000000000000000000e+00 3.668479999999999658e-02 4.765370000000000218e-04 1.278980000000000091e-03 -1.313149999999999908e-03 -8.862149999999999845e-04
2.000000000000000000e+00 3.664139999999999758e-02 5.414210000000000463e-04 2.633340000000000073e-03 -1.317199999999999925e-03 -1.570030000000000037e-03
3.000000000000000000e+00 3.657649999999999790e-02 5.847759999999999590e-04 4.483919999999999746e-03 -1.413310000000000087e-03 -8.273619999999999976e-04
4.000000000000000000e+00 3.649999999999999772e-02 5.999999999999999474e-04 5.618500000000000230e-03 -1.368990000000000051e-03 4.762230000000000109e-04
5.000000000000000000e+00 3.642349999999999755e-02 5.847759999999999590e-04 5.087610000000000222e-03 -1.197359999999999961e-03 2.285699999999999885e-03
6.000000000000000000e+00 3.638890000000000180e-02 5.662939999999999554e-04 3.971770000000000335e-03 -1.052669999999999908e-03 2.999910000000000163e-03
7.000000000000000000e+00 3.635859999999999786e-02 5.414210000000000463e-04 2.644280000000000155e-03 -8.950650000000000099e-04 2.211840000000000073e-03
8.000000000000000000e+00 3.631519999999999887e-02 4.765370000000000218e-04 1.231660000000000090e-03 -7.439649999999999692e-04 9.156890000000000212e-04
9.000000000000000000e+00 3.629999999999999893e-02 4.000000000000000192e-04 7.106729999999999905e-04 -7.926950000000000532e-04 -3.109720000000000171e-04
1.000000000000000000e+01 3.631519999999999887e-02 3.234630000000000166e-04 1.693749999999999943e-03 -8.705769999999999828e-04 -1.310160000000000101e-03
1.100000000000000000e+01 3.635859999999999786e-02 2.585789999999999920e-04 3.069580000000000138e-03 -1.114210000000000027e-03 -1.558109999999999920e-03
1.200000000000000000e+01 3.642349999999999755e-02 2.152239999999999980e-04 4.139069999999999902e-03 -1.194610000000000029e-03 -1.461819999999999960e-03
1.300000000000000000e+01 3.649999999999999772e-02 2.000000000000000096e-04 4.804629999999999838e-03 -1.286629999999999979e-03 -6.027769999999999786e-04
1.400000000000000000e+01 3.657649999999999790e-02 2.152239999999999980e-04 4.263949999999999858e-03 -9.994170000000000571e-04 4.935509999999999507e-04
1.500000000000000000e+01 3.664139999999999758e-02 2.585789999999999920e-04 2.721460000000000198e-03 -1.000669999999999945e-03 1.568270000000000081e-03
1.600000000000000000e+01 3.668479999999999658e-02 3.234630000000000166e-04 1.661920000000000107e-03 -1.492250000000000087e-03 1.523760000000000088e-03
1.700000000000000000e+01 3.670000000000000345e-02 4.000000000000000192e-04 1.204680000000000074e-03 -1.505580000000000069e-03 2.105580000000000125e-04
1.800000000000000000e+01 1.516960000000000010e-02 1.353070000000000054e-03 7.775860000000000324e-04 -5.977789999999999970e-04 -1.645769999999999959e-03
1.900000000000000000e+01 1.495310000000000042e-02 1.569550000000000068e-03 3.652439999999999853e-03 -7.311839999999999572e-04 -1.779629999999999927e-03
2.000000000000000000e+01 1.480000000000000066e-02 1.600000000000000077e-03 4.598829999999999932e-03 -1.208620000000000094e-03 2.421110000000000135e-04
2.100000000000000000e+01 1.464689999999999916e-02 1.569550000000000068e-03 3.588669999999999968e-03 -8.133650000000000298e-04 2.132489999999999906e-03
2.200000000000000000e+01 1.443039999999999948e-02 1.353070000000000054e-03 5.810080000000000452e-04 -2.623789999999999760e-04 1.326109999999999919e-03
2.300000000000000000e+01 1.439999999999999961e-02 1.199999999999999895e-03 4.195240000000000037e-04 -5.179810000000000404e-04 4.549320000000000143e-04
2.400000000000000000e+01 1.443039999999999948e-02 1.046929999999999953e-03 8.563359999999999679e-04 -7.451930000000000056e-04 -4.295780000000000128e-04
2.500000000000000000e+01 1.464689999999999916e-02 8.304480000000000152e-04 3.019089999999999881e-03 -7.960070000000000513e-04 -3.823070000000000244e-04
2.600000000000000000e+01 1.480000000000000066e-02 8.000000000000000383e-04 3.607850000000000119e-03 -6.611580000000000148e-04 1.083580000000000003e-03
2.700000000000000000e+01 1.495310000000000042e-02 8.304480000000000152e-04 3.306270000000000042e-03 -3.328009999999999736e-04 3.202560000000000129e-03
2.800000000000000000e+01 1.508280000000000037e-02 9.171570000000000417e-04 2.419940000000000199e-03 -8.657030000000000020e-04 3.082709999999999791e-03
2.900000000000000000e+01 1.516960000000000010e-02 1.046929999999999953e-03 1.481780000000000033e-03 -1.628799999999999909e-03 8.138699999999999581e-04
3.000000000000000000e+01 1.519999999999999997e-02 1.199999999999999895e-03 6.822479999999999907e-04 -1.352569999999999988e-03 -9.386130000000000341e-04
3.100000000000000000e+01 2.879910000000000109e-02 1.247730000000000063e-03 1.592929999999999997e-03 7.762259999999999776e-05 -3.689669999999999929e-03
3.200000000000000000e+01 2.876859999999999834e-02 1.286000000000000034e-03 3.434249999999999803e-03 -8.114459999999999555e-05 -4.501520000000000174e-03
3.300000000000000000e+01 2.867549999999999960e-02 1.307240000000000095e-03 4.416670000000000144e-03 -1.099209999999999987e-03 -6.737089999999999832e-04
3.400000000000000000e+01 2.863140000000000129e-02 1.286000000000000034e-03 2.555550000000000183e-03 -1.353250000000000069e-03 9.746960000000000476e-04
3.500000000000000000e+01 2.859000000000000083e-02 1.199999999999999895e-03 6.862720000000000322e-04 -1.120880000000000097e-03 -2.017629999999999858e-03
3.600000000000000000e+01 2.860089999999999855e-02 1.152269999999999944e-03 1.758540000000000060e-03 -7.134500000000000217e-04 -3.296710000000000005e-03
3.700000000000000000e+01 2.867549999999999960e-02 1.092759999999999912e-03 3.886679999999999996e-03 -4.866289999999999787e-04 -3.368819999999999801e-03
3.800000000000000000e+01 2.872450000000000003e-02 1.092759999999999912e-03 3.061939999999999974e-03 -8.361990000000000351e-04 -1.665940000000000086e-03
