1.000000000000000000e+00 2.005710000000000132e-02 3.965060000000000286e-03 6.105239999999999842e-04 2.440230000000000047e-04 -1.625259999999999899e-03
2.000000000000000000e+00 2.002019999999999841e-02 4.020209999999999756e-03 1.417550000000000060e-03 1.933439999999999974e-04 -2.515490000000000000e-03
3.000000000000000000e+00 1.996509999999999951e-02 4.057060000000000353e-03 2.345400000000000089e-03 -2.046250000000000000e-04 -1.951360000000000074e-03
4.000000000000000000e+00 1.990000000000000102e-02 4.069999999999999833e-03 2.621070000000000084e-03 -4.721770000000000025e-04 -6.188090000000000040e-04
5.000000000000000000e+00 1.983489999999999906e-02 4.057060000000000353e-03 2.018380000000000174e-03 -4.283360000000000271e-04 6.650449999999999591e-04
6.000000000000000000e+00 1.977980000000000016e-02 4.020209999999999756e-03 1.004780000000000039e-03 -1.544980000000000105e-04 9.466890000000000157e-04
7.000000000000000000e+00 1.974290000000000073e-02 3.965060000000000286e-03 2.569909999999999794e-04 1.140410000000000013e-04 3.613930000000000007e-04
8.000000000000000000e+00 1.973000000000000101e-02 3.899999999999999821e-03 9.076330000000000224e-06 3.839269999999999987e-04 -4.427470000000000082e-04
9.000000000000000000e+00 1.974290000000000073e-02 3.834939999999999790e-03 2.650369999999999766e-04 4.514340000000000150e-04 -1.077840000000000048e-03
1.000000000000000000e+01 1.977980000000000016e-02 3.779789999999999886e-03 9.008360000000000195e-04 2.453150000000000187e-04 -1.599149999999999920e-03
1.100000000000000000e+01 1.980559999999999959e-02 3.758650000000000099e-03 1.611489999999999928e-03 -7.076219999999999819e-05 -1.686189999999999954e-03
1.200000000000000000e+01 1.983489999999999906e-02 3.742940000000000156e-03 2.213370000000000094e-03 -4.176820000000000034e-04 -1.201019999999999909e-03
1.300000000000000000e+01 1.990000000000000102e-02 3.729999999999999809e-03 2.495289999999999835e-03 -6.076599999999999927e-04 -1.481759999999999989e-04
1.400000000000000000e+01 1.996509999999999951e-02 3.742940000000000156e-03 1.941889999999999936e-03 -3.801659999999999783e-04 8.518739999999999689e-04
1.500000000000000000e+01 2.002019999999999841e-02 3.779789999999999886e-03 9.851659999999999931e-04 -1.078079999999999951e-04 1.282570000000000021e-03
1.600000000000000000e+01 2.005710000000000132e-02 3.834939999999999790e-03 3.726010000000000194e-04 7.514710000000000088e-06 5.910099999999999945e-04
1.700000000000000000e+01 2.007000000000000103e-02 3.899999999999999821e-03 1.543430000000000095e-04 1.456820000000000055e-04 -4.216159999999999830e-04
1.800000000000000000e+01 4.232600000000000424e-03 9.377660000000000336e-04 8.353600000000000522e-04 -6.999659999999999997e-04 -1.029250000000000000e-03
1.900000000000000000e+01 4.154559999999999850e-03 1.054559999999999959e-03 1.920269999999999963e-03 -4.223720000000000144e-04 -1.927370000000000081e-03
2.000000000000000000e+01 4.037770000000000421e-03 1.132600000000000100e-03 3.472149999999999802e-03 -7.441769999999999462e-04 -1.722959999999999943e-03
2.100000000000000000e+01 3.899999999999999821e-03 1.160000000000000007e-03 4.280189999999999689e-03 -1.058429999999999961e-03 -6.969950000000000581e-05
2.200000000000000000e+01 3.762230000000000088e-03 1.132600000000000100e-03 3.414100000000000208e-03 -7.707089999999999557e-04 1.498379999999999894e-03
2.300000000000000000e+01 3.645439999999999792e-03 1.054559999999999959e-03 1.850269999999999996e-03 -4.761449999999999754e-04 1.956470000000000084e-03
2.400000000000000000e+01 3.567400000000000085e-03 9.377660000000000336e-04 8.019799999999999889e-04 -6.799269999999999836e-04 1.206089999999999940e-03
2.500000000000000000e+01 3.540000000000000178e-03 8.000000000000000383e-04 5.583330000000000497e-04 -8.446869999999999986e-04 1.635849999999999999e-04
